sector,amount_($m),hq,series,source,date,company,source_page
Fintech - Spend Management,3.0,Noida,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/omnicard-nets-3-mn-to-boost-upi-enabled-corporate-card-offerings-for-enterprises/'}",2024-07-17,Omnicard,e29b2efb487d8257917b01255a6ad4c0
Consumer Lighting,8.0,Mumbai,Series B,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/07/hero-enterprise-backed-corvi-led-raises-8-mn-in-series-b/'}",2024-07-17,Corvi LED,e29b2efb487d8257917b01255a6ad4c0
Ride-hailing,11.0,Bengaluru,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/07/namma-yatri-raises-11-mn-from-blume-antler-google-and-others/'}",2024-07-16,Namma Yatri,e29b2efb487d8257917b01255a6ad4c0
E-Commerce - Skincare brand,1.5,Udaipur,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/07/skininspired-raises-1-5-mn-in-seed-round-led-by-unilever-ventures/'}",2024-07-15,SkinInspired,e29b2efb487d8257917b01255a6ad4c0
Fintech,15.0,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/07/exclusive-wealthtech-startup-stable-money-raises-15-mn-in-new-round/'}",2024-07-21,Stable Money,e29b2efb487d8257917b01255a6ad4c0
EV,5.3,Bengaluru,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/07/exclusive-ixigo-backed-freshbus-kicks-off-series-a-round/'}",2024-07-18,Fresh Bus,e29b2efb487d8257917b01255a6ad4c0
E-Commerce - Eyewear Retailer,20.0,Gurugram,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/07/exclusive-lenskart-raises-nearly-20-mn-led-by-peyush-and-neha-bansal/'}",2024-07-18,Lenskart,e29b2efb487d8257917b01255a6ad4c0
Healthcare,1.79,Mumbai,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/07/icanheal-raises-rs-15-cr-in-seed-round-led-by-ivycap-ventures/'}",2024-07-17,Icanheal,e29b2efb487d8257917b01255a6ad4c0
Edtech,5.9,Hyderabad,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/edtech-startup-bytexl-bags-5-9-mn-to-boost-it-skill-offerings-for-students/'}",2024-07-18,byteXL,e29b2efb487d8257917b01255a6ad4c0
EV Ride Hailing,0.18,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/07/ipv-leads-seed-round-in-ev-ride-hailing-startup-mypickup/'}",2024-07-18,Mypickup,e29b2efb487d8257917b01255a6ad4c0
Fintech - Payments and Lending,8.0,Bengaluru,Debt,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/07/exclusive-slice-concludes-30-mn-debt-round-from-existing-investor/'}",2024-07-19,Slice,e29b2efb487d8257917b01255a6ad4c0
Fintech - NBFC Lending,8.5,Gurugram,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/07/seeds-fincap-raises-8-5-mn-led-by-lok-capital-and-z47/'}",2024-07-17,Seeds Fincap,e29b2efb487d8257917b01255a6ad4c0
Drones,15.0,Bengaluru,Series B,"{'id': 'hAIs', 'type': 'url', 'url': None}",2024-07-18,Aereo,e29b2efb487d8257917b01255a6ad4c0
Fintech - NBFC Lending,25.0,Mumbai,Debt,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/07/blacksoil-nbfc-raises-over-rs-200-cr-debt/'}",2024-07-19,BlackSoil,e29b2efb487d8257917b01255a6ad4c0
Fintech,1.5,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/07/fintech-startup-multipl-raises-1-5-mn/'}",2024-07-17,Multipl,e29b2efb487d8257917b01255a6ad4c0
E-Commerce - D2C Luggage Brand,4.0,Mumbai,Bridge Round to Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/07/luggage-brand-nasher-miles-bags-4-mn-in-bridge-round/'}",2024-07-25,Nasher Miles,7c2b2efb487d82dca7c201e6341fa343
Fintech - NBFC Lending,11.2,Mumbai,Debt,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/neogrowth-bags-11-mn-debt-funding-from-symbiotics-group/'}",2024-07-22,Neogrowth,7c2b2efb487d82dca7c201e6341fa343
B2B Industrial Marketplace,,Ahmedabad,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/07/pneucons-bags-pre-series-funding-from-ather-ceo-tarun-mehta-others/'}",2024-07-24,Pneucons,7c2b2efb487d82dca7c201e6341fa343
Co-working Space,8.0,Gurugram,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/07/co-working-startup-incuspaze-raises-8-mn-in-maiden-funding/'}",2024-07-22,Incuspaze,7c2b2efb487d82dca7c201e6341fa343
Edtech Lending,12.0,Mumbai,Debt,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/07/exclusive-education-finance-firm-auxilo-raises-12-mn-more-in-debt/'}",2024-07-23,Auxilo,7c2b2efb487d82dca7c201e6341fa343
Aerospace Component Manufacturing,30.0,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/07/ipo-bound-unimech-aerospace-raises-30-mn-in-maiden-funding/'}",2024-07-24,Unimech Aerospace,7c2b2efb487d82dca7c201e6341fa343
Fintech - Wealth Management,4.0,Mumbai,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/07/exclusive-peak-xv-backed-neo-raises-fresh-capital/'}",2024-07-25,Neo,7c2b2efb487d82dca7c201e6341fa343
Low-code platform,1.5,Gurugram,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/07/nected-raises-1-5-mn-led-by-binny-bansals-three-state-ventures/'}",2024-07-31,Nected,e2fb2efb487d82e1ba7901b8987f5c6b
Fintech,20.5,Pune,Series D,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/07/payu-backed-vayana-network-raises-20-mn-in-series-d/'}",2024-07-29,Vayana,e2fb2efb487d82e1ba7901b8987f5c6b
Healthcare,1.5,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/deeptech-startup-acculi-labs-raises-1-5-mn/'}",2024-08-01,Acculi Labs,e2fb2efb487d82e1ba7901b8987f5c6b
Conversational AI,4.0,Bengaluru,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/07/gnani-ai-raises-4-mn-in-series-a-round-from-info-edge-ventures/'}",2024-07-30,Gnani.ai,e2fb2efb487d82e1ba7901b8987f5c6b
EV Charging,3.0,Bengaluru,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/07/gfc-leads-3-mn-round-in-ev-charging-startup-electricpe/'}",2024-07-30,ElectricPe,e2fb2efb487d82e1ba7901b8987f5c6b
E-Commerce - Dairy Brand,8.45,Gurugram,Debt,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/exclusive-alteria-infuses-rs-70-cr-debt-in-country-delight/'}",2024-08-04,Country Delight,e2fb2efb487d82e1ba7901b8987f5c6b
EV,20.0,Bengaluru,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/07/ev-scooter-maker-simple-energy-raises-20-mn-in-series-a/'}",2024-07-29,Simple Energy,e2fb2efb487d82e1ba7901b8987f5c6b
Edtech,1.0,Mumbai,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/07/edutainment-startup-emomee-raises-1-mn-in-pre-seed-funding/'}",2024-07-29,Emomee,e2fb2efb487d82e1ba7901b8987f5c6b
Deployment Platform,0.325,Bengaluru,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/07/toystack-ai-raises-325k-in-pre-seed-round/'}",2024-07-29,Toystack.ai,e2fb2efb487d82e1ba7901b8987f5c6b
Spacetech,6.5,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/galaxeye-space-raises-6-5-mn-led-by-mela-ventures-and-speciale-invest/'}",2024-08-01,GalaxEye Space,e2fb2efb487d82e1ba7901b8987f5c6b
D2C Haircare Brand,2.1,Gurugram,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/07/moxie-beauty-raises-rs-17-3-cr-led-by-fireside-ventures/'}",2024-07-29,Moxie Beauty,e2fb2efb487d82e1ba7901b8987f5c6b
Wedding Services,9.1,Bengaluru,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/07/wedding-services-startup-meragi-raises-9-1-mn-led-by-accel/'}",2024-07-30,Meragi,e2fb2efb487d82e1ba7901b8987f5c6b
Fintech,80.0,Chennai,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/07/exclusive-m2p-fintech-to-raise-80-mn-at-900-mn-valuation/'}",2024-07-29,M2P Fintech,e2fb2efb487d82e1ba7901b8987f5c6b
Mobility,120.0,Bengaluru,Series E,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/07/rapido-joins-unicorn-club-with-120-mn-round-led-by-westbridge/'}",2024-07-29,Rapido,e2fb2efb487d82e1ba7901b8987f5c6b
Fintech - Wealth Management,26.5,Mumbai,Series B,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/exclusive-neo-kicks-off-series-b-with-26-5-mn/'}",2024-08-03,Neo,e2fb2efb487d82e1ba7901b8987f5c6b
AI,0.155,Kollam,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/ipv-leads-pre-seed-round-in-bloq-quantum/'}",2024-08-01,Bloq Quantum,e2fb2efb487d82e1ba7901b8987f5c6b
Social Media,16.0,Bengaluru,Debt,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/sharechat-raises-16-mn-additional-debt-lays-off-5-employees/'}",2024-08-03,ShareChat,e2fb2efb487d82e1ba7901b8987f5c6b
Beverages,1.5,Goa,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/07/beverage-startup-lb-brewers-raises-1-5-mn-in-pre-series-a-round/'}",2024-07-29,LB Brewers,e2fb2efb487d82e1ba7901b8987f5c6b
Fintech,10.0,Gurugram,Debt,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/07/exclusive-bharatpe-receives-10-mn-debt-from-trifecta-and-innoven/'}",2024-07-31,BharatPe,e2fb2efb487d82e1ba7901b8987f5c6b
Healthcare,5.0,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/exclusive-wipro-ge-backed-genworks-valuation-touches-rs-550-cr/'}",2024-08-08,GenWorks Health,0bcb2efb487d827ea93f011df4561fa8
Stock Broking,7.0,Mumbai,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/stock-broking-app-punch-raises-7-mn-in-seed-round/'}",2024-08-06,Punch,0bcb2efb487d827ea93f011df4561fa8
Health and Wellness,30.0,Delhi,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/visit-health-raises-30-mn-in-primary-and-secondary-transaction/'}",2024-08-07,Visit Health,0bcb2efb487d827ea93f011df4561fa8
EV Battery Manufacturer,2.4,Mumbai,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/neuron-energy-bags-rs-20-cr-in-series-a-round/'}",2024-08-06,Neuron Energy,0bcb2efb487d827ea93f011df4561fa8
Specialty Chemicals,9.5,Bengaluru,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/scimplify-raises-9-5-mn-in-series-a-round-led-by-omnivore-and-bertelsmann/'}",2024-08-08,Scimplify,0bcb2efb487d827ea93f011df4561fa8
Healthcare,1.3,Udaipur,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://www.linkedin.com/company/karma-healthcare/?originalSubdomain=in'}",2024-08-07,Karma Primary Healthcare,0bcb2efb487d827ea93f011df4561fa8
Dating,2.5,Delhi,Angel,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/dating-app-juleo-raises-2-5-mn-from-180-angels-including-7-unicorn-founders/'}",2024-08-06,Juleo,0bcb2efb487d827ea93f011df4561fa8
Extended Reality,6.5,Gurugram,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/metadome-ai-raises-6-5-mn-led-by-siana-capital-and-chiratae/'}",2024-08-08,Metadome.ai,0bcb2efb487d827ea93f011df4561fa8
E-Commerce Advertising,0.35,Delhi,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/e-com-marketing-and-analytics-company-nuvoretail-raises-350k/'}",2024-08-09,NuvoRetail,0bcb2efb487d827ea93f011df4561fa8
E-Commerce - Beauty Brand,8.0,Gurugram,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/shopclues-co-founder-radhika-ghais-startup-kindlife-in-raises-8-mn-in-series-a/'}",2024-08-07,Kindlife,0bcb2efb487d827ea93f011df4561fa8
Engineering and technology services,7.2,Chennai,Debt + Equity,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/anicut-capital-leads-rs-60-cr-round-in-bluebinaries/'}",2024-08-07,BlueBinaries,0bcb2efb487d827ea93f011df4561fa8
Curry Brand,0.536,Delhi,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/curryit-raises-rs-4-5-cr-in-seed-round/'}",2024-08-05,CURRYiT,0bcb2efb487d827ea93f011df4561fa8
Restaurant Chain,2.0,Mumbai,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/burma-burma-raises-another-2-mn/'}",2024-08-06,Burma Burma,0bcb2efb487d827ea93f011df4561fa8
Spacetech,5.0,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/etherealx-raises-5-mn-in-seed-round-led-by-yournest/'}",2024-08-06,EtherealX,0bcb2efb487d827ea93f011df4561fa8
E-Commerce - Lab grown jewelry brand ,3.2,Bengaluru,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/exclusive-fireside-invests-in-lab-grown-jewellery-brand-aukera/'}",2024-08-07,Aukera,0bcb2efb487d827ea93f011df4561fa8
Biofuel marketplace,5.3,Pune,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/exclusive-biofuelcircle-raises-rs-45-cr-led-by-spectrum-impact/'}",2024-08-08,BiofuelCircle,0bcb2efb487d827ea93f011df4561fa8
Fintech,2.0,Mumbai,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/finqy-raises-2-mn-in-fresh-round/'}",2024-08-07,Finqy,0bcb2efb487d827ea93f011df4561fa8
Healthtech,4.0,Bengaluru,Extended Series C,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/sigtuple-raises-4-mn-in-extended-series-c-led-by-sidbi-venture/'}",2024-08-07,SigTuple,0bcb2efb487d827ea93f011df4561fa8
E-Commerce Enabler,7.85,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/exclusive-wmall-founders-return-with-shopdeck-raise-8-mn/'}",2024-08-07,ShopDeck,0bcb2efb487d827ea93f011df4561fa8
B2B Agritech,9.8,Bengaluru,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/b2b-agri-processing-platform-agrizy-raises-9-8-mn-in-series-a/'}",2024-08-05,Agrizy,0bcb2efb487d827ea93f011df4561fa8
Esports and Fantasy Gaming,1.0,Chandigarh,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/oneiric11-gaming-raises-1-mn-in-pre-series-a-funding/'}",2024-08-08,Oneiric11 Gaming,0bcb2efb487d827ea93f011df4561fa8
Proptech,3.0,Mumbai,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/proptech-startup-truva-raises-3-mn-led-by-stellaris/'}",2024-08-12,Truva,8cfb2efb487d83c788b40127fec7c2d2
EV,71.0,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://economictimes.indiatimes.com/tech/funding/ather-enters-unicorn-lane-with-71-million-from-govts-niif/articleshow/112474512.cms?from=mdr'}",2024-08-13,Ather Energy,8cfb2efb487d83c788b40127fec7c2d2
Sportstech,,Ahmedabad,Series B,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/venture-catalysts-invests-in-games24x7-backed-cricheroes/'}",2024-08-13,CricHeroes,8cfb2efb487d83c788b40127fec7c2d2
FMCG Brand,,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/nuventures-backs-traditional-snacks-brands-adukale/'}",2024-08-12,Adukale,8cfb2efb487d83c788b40127fec7c2d2
Smart Mobility,0.714,Delhi,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/piper-serica-invests-in-six-sense-mobility/'}",2024-08-14,Six Sense Mobility,8cfb2efb487d83c788b40127fec7c2d2
B2B Healthcare Financing,1.2,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/healthcred-raises-1-2-mn-in-seed-round/'}",2024-08-12,HealthCRED,8cfb2efb487d83c788b40127fec7c2d2
Fintech - Wealthtech,3.6,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/wealthtech-startup-infinyte-club-raises-3-6-mn-led-by-elevation/'}",2024-08-12,Infinyte Club,8cfb2efb487d83c788b40127fec7c2d2
EV Charging,8.0,Bengaluru,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/e-mobility-startup-kazam-raises-8-mn-led-by-vertex-ventures/'}",2024-08-12,Kazam,8cfb2efb487d83c788b40127fec7c2d2
Eco-friendly home and kitchen brand,10.0,Mumbai,Pre-Series B,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/beco-raises-10-mn-in-pre-series-b-round-led-by-tanglin/'}",2024-08-13,Beco,8cfb2efb487d83c788b40127fec7c2d2
AI B2B Sales Enablement Platform,0.464,Gurugram,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/08/miclient-raises-seed-round-from-ian-group-others/'}",2024-08-12,MiClient,8cfb2efb487d83c788b40127fec7c2d2
